Company name,LA type,Start date,End date
WOODFROG PTY. LTD.,Company Specific,11-Jul-2022,11-Jul-2027
OzAurum Resources,Goldfields DAMA,14-Jul-2022,13-Jul-2027
RED EARTH FARMS (RIVERLAND) PTY LTD,South Australia Regional DAMA,18-Jul-2022,17-Jul-2027
RHG (Aust) Pty Ltd,Industry - Fishing,29-Jul-2022,28-Jul-2027
STELLAR CARE PTY LTD,Company Specific,13-Oct-2022,12-Oct-2027
3 Metals PTY LTD,Company Specific,03-Nov-2022,02-Nov-2027
ESTIA INVESTMENTS PTY. LTD. ,South Australia Regional DAMA,04-Nov-2022,03-Nov-2027
SPORTSCENE SUPER WAREHOUSE (CAIRNS) PTY LTD AS TRUSTEE ATF SPORTSCENE SUPER WAREHOUSE,Far North Queensland DAMA,21-Nov-2022,20-Nov-2027
La Pala,Northern Territory DAMA,28-Nov-2022,27-Nov-2027
THE TRUSTEE FOR BARTON FAMILY TRUST,South West DAMA,28-Nov-2022,27-Nov-2027
KAMAL DEEP SINGH,Far North Queensland DAMA,30-Nov-2022,29-Nov-2027
The Trustee for TU Trust,Far North Queensland DAMA,06-Dec-2022,05-Dec-2027
"BROWN, COMFORT ADOOFO",Goldfields DAMA,21-Dec-2022,20-Dec-2027
RACEBOLT PTY. LIMITED,Far North Queensland DAMA,03-Jan-2023,02-Jan-2028
MOLLKING HOLDINGS PTY LTD,Far North Queensland DAMA,12-Jan-2023,11-Jan-2028
RAVENSTHORPE NOMINEES PTY LTD,South West DAMA,12-Jan-2023,11-Jan-2028
Gin Ricky Hospitality Pty Ltd,Far North Queensland DAMA,13-Jan-2023,12-Jan-2028
"SOUTHERN CROSS CARE (SA, NT & VIC) INCORPORATED",Northern Territory DAMA,13-Jan-2023,12-Jan-2028
Macbar Nominees Pty Ltd,South Australia Regional DAMA,13-Jan-2023,12-Jan-2028
Richemont Australia Pty Limited,Company Specific,16-Jan-2023,15-Jan-2028
Helicopter Film Services Pty Ltd,East Kimberley DAMA,16-Jan-2023,15-Jan-2028
KONECRANES AND DEMAG PTY LTD,Goldfields DAMA,17-Jan-2023,16-Jan-2028
NATIONAL NURSES PLUS PTY LTD,Industry - On-Hire,17-Jan-2023,16-Jan-2028
Far North Community Services Ltd.,East Kimberley DAMA,18-Jan-2023,17-Jan-2028
Promotor Trailers Pty Ltd,Northern Territory DAMA,18-Jan-2023,17-Jan-2028
Alvinleigh Pty Ltd,Far North Queensland DAMA,19-Jan-2023,18-Jan-2028
LLAN INVESTMENTS PTY LTD,Industry - Dairy,20-Jan-2023,19-Jan-2028
ZamHedland Pty Ltd,Pilbara DAMA,20-Jan-2023,19-Jan-2028
ORD RIVER DISTRICT CO-OPERATIVE LTD,East Kimberley DAMA,21-Jan-2023,20-Jan-2028
JTR Trading Pty Ltd,Northern Territory DAMA,23-Jan-2023,22-Jan-2028
BOSHIER FARMS (SOUTHWEST VIC) PTY LTD,Great South Coast DAMA,24-Jan-2023,23-Jan-2028
PDA HOLDINGS PTY LTD,Industry – Premium Dining,25-Jan-2023,24-Jan-2028
Wohlfahrt Chooks PTY LTD,Far North Queensland DAMA,27-Jan-2023,26-Jan-2028
WESTRAC PTY LTD,Goldfields DAMA,27-Jan-2023,26-Jan-2028
Buddhist Society of the NT INC,Industry - Minister of Religion,27-Jan-2023,26-Jan-2028
ANTS PANTS BUILDING CO PTY LTD,Industry - On-Hire,27-Jan-2023,26-Jan-2028
Convaline Pty Ltd,Goldfields DAMA,30-Jan-2023,29-Jan-2028
J WARREN & R.W WARREN,Industry - Dairy,30-Jan-2023,29-Jan-2028
HOPPICORP PTY LTD,Company Specific,31-Jan-2023,30-Jan-2028
DALLY LESLIE TEECE,Far North Queensland DAMA,31-Jan-2023,30-Jan-2028
Lecker Farming pty Ltd,Far North Queensland DAMA,01-Feb-2023,31-Jan-2028
Creese Management Services Pty Ltd,Industry - Horticulture,01-Feb-2023,31-Jan-2028
PARADISIS HOLDINGS PTY LTD,Northern Territory DAMA,01-Feb-2023,31-Jan-2028
M.P MCKENNA & J.M SHANKS & E.A THOMPSON,Orana DAMA,01-Feb-2023,31-Jan-2028
KARRATHA BAKERY PTY LTD,Pilbara DAMA,01-Feb-2023,31-Jan-2028
PLATEITFORWARD LTD,Skilled Refugee Pilot,01-Feb-2023,31-Jan-2028
Beak and Johnston Pty Ltd,Company Specific,02-Feb-2023,01-Feb-2028
HUEKEN PTY LTD,Far North Queensland DAMA,02-Feb-2023,01-Feb-2028
Oakumgold Pty Ltd,Far North Queensland DAMA,02-Feb-2023,01-Feb-2028
D BORSATO PTY LTD,Far North Queensland DAMA,02-Feb-2023,01-Feb-2028
Viridian Ag Pty Ltd,Goldfields DAMA,02-Feb-2023,01-Feb-2028
DEGREY CIVIL PTY LTD,Pilbara DAMA,02-Feb-2023,01-Feb-2028
Ostojic Group Pty Ltd,Northern Territory DAMA,03-Feb-2023,02-Feb-2028
The Adelaide Grace Evangelical Holiness Church Incorporated,Industry - Minister of Religion,06-Feb-2023,05-Feb-2028
Community Construction Pty Ltd,Skilled Refugee Pilot,06-Feb-2023,05-Feb-2028
CWC AUTO SERVICES PTY LTD,Skilled Refugee Pilot,06-Feb-2023,05-Feb-2028
Australian First Construction Group Pty Ltd,Skilled Refugee Pilot,06-Feb-2023,05-Feb-2028
DIANA HOLDINGS PTY LTD,South West DAMA,06-Feb-2023,05-Feb-2028
ANKA ENTERPRISES PTY LTD,South West DAMA,06-Feb-2023,05-Feb-2028
The Trustee for The Roshana Family Trust,Company Specific,07-Feb-2023,06-Feb-2028
RFM OS PTY LTD,Industry - On-Hire,07-Feb-2023,06-Feb-2028
GPP INNISFAIL PTY LTD,Far North Queensland DAMA,08-Feb-2023,07-Feb-2028
TOWNSVILLE PHARMACY NO.3 PTY LTD,Far North Queensland DAMA,08-Feb-2023,07-Feb-2028
A.G CHESSELLS & S.G CHESSELLS,Industry - Dairy,08-Feb-2023,07-Feb-2028
INTERNATIONAL BUDDHIST ASSOCIATION OF AUSTRALIA CO-OPERATIVE LIMITED,Industry - Minister of Religion,08-Feb-2023,07-Feb-2028
MEDIAHUB WORLDWIDE ASIA PACIFIC PTY LIMITED,Industry - Advertising,09-Feb-2023,08-Feb-2028
Johville Park Farms Pty Ltd,Industry - Dairy,09-Feb-2023,08-Feb-2028
SECURITECH CONSULTANCY SOLUTIONS PTY LTD,Industry - On-Hire,09-Feb-2023,08-Feb-2028
Cafe Squared Pty Ltd,Skilled Refugee Pilot,09-Feb-2023,08-Feb-2028
APTL Beam Builders Pty Ltd,Skilled Refugee Pilot,09-Feb-2023,08-Feb-2028
SpeechEase Pty Ltd,Townsville DAMA,09-Feb-2023,08-Feb-2028
Calypso Productions Pty Ltd,Far North Queensland DAMA,10-Feb-2023,09-Feb-2028
Te Mania Angus Pty Ltd,Great South Coast DAMA,10-Feb-2023,09-Feb-2028
DDD LAVALLE FISHERIES PTY LTD,Industry - Fishing,10-Feb-2023,09-Feb-2028
MAAS GROUP HOLDINGS LIMITED,Orana DAMA,10-Feb-2023,09-Feb-2028
CONTITECH AUSTRALIA PTY LTD,Company Specific,13-Feb-2023,12-Feb-2028
JASSAR & MANESH PTY LTD ATF JASSAR MANESH CONSULTANTS UNIT TRUST,Far North Queensland DAMA,13-Feb-2023,12-Feb-2028
NICKEL TO DIME PTY LTD,Far North Queensland DAMA,14-Feb-2023,13-Feb-2028
Britespark Energy Solutions Pty Ltd,Far North Queensland DAMA,14-Feb-2023,13-Feb-2028
Bella Alice Pty Ltd,Northern Territory DAMA,14-Feb-2023,13-Feb-2028
Jo Emanuele Pty Ltd,South Australia Regional DAMA,14-Feb-2023,13-Feb-2028
Three Wolves Pty Ltd,Far North Queensland DAMA,16-Feb-2023,15-Feb-2028
Pilbara Juice & Smoothy Pty Ltd,Pilbara DAMA,16-Feb-2023,15-Feb-2028
The Trustee for V L Garic Discretionary Trust,South West DAMA,16-Feb-2023,15-Feb-2028
JASON STERLING AND ELIZA STERLING,Far North Queensland DAMA,17-Feb-2023,16-Feb-2028
FREO GROUP PTY LTD,Pilbara DAMA,17-Feb-2023,16-Feb-2028
M.R.V.L. Investments Pty Ltd,Company Specific,20-Feb-2023,19-Feb-2028
Lingalonga Early Years Learning Centre Inc,Goldfields DAMA,20-Feb-2023,19-Feb-2028
M.R.V.L. Investments Pty Ltd,Industry – Premium Dining,20-Feb-2023,19-Feb-2028
Murray River North Pty Ltd,Northern Territory DAMA,20-Feb-2023,19-Feb-2028
Hedland Bakery Pty Ltd,Pilbara DAMA,20-Feb-2023,19-Feb-2028
D.T NOY & M.J NOY,Great South Coast DAMA,21-Feb-2023,20-Feb-2028
S.C FINGER & L.A Finger,Industry - Dairy,21-Feb-2023,20-Feb-2028
Joga Fisheries Pty Ltd,Industry - Fishing,21-Feb-2023,20-Feb-2028
B&W INTERNATIONAL TRADING PTY LTD,Northern Territory DAMA,21-Feb-2023,20-Feb-2028
Swings & Roundabouts Pty Ltd,South West DAMA,21-Feb-2023,20-Feb-2028
Invermay Farms Pty Ltd,Industry - Dairy,22-Feb-2023,21-Feb-2028
Bulmer Farms Pty Ltd,Industry - Horticulture,22-Feb-2023,21-Feb-2028
A.P SCHMIDT & P.A. SCHMIDT & P.J SCHMIDT,Industry - Pork,22-Feb-2023,21-Feb-2028
AUSDRILL PTY LTD,Goldfields DAMA,23-Feb-2023,22-Feb-2028
VOYAGER ESTATE (W.A.) PTY LTD,South West DAMA,23-Feb-2023,22-Feb-2028
Treloar Child Care Centre Inc.,Pilbara DAMA,24-Feb-2023,23-Feb-2028
Kununurra Hair & Beauty Retreat Pty Ltd,East Kimberley DAMA,27-Feb-2023,26-Feb-2028
Mattben Pty Ltd,Northern Territory DAMA,28-Feb-2023,27-Feb-2028
BEAU TRADING PTY LTD,Townsville DAMA,01-Mar-2023,28-Feb-2028
BARAMA INVESTMENTS PTY LTD,Far North Queensland DAMA,02-Mar-2023,01-Mar-2028
N&J WA JUICE AND SMOOTHIES PTY LTD,Pilbara DAMA,02-Mar-2023,01-Mar-2028
Champion Impex Pty Ltd,Northern Territory DAMA,06-Mar-2023,05-Mar-2028
LVANT MECCA PTY LTD,Orana DAMA,06-Mar-2023,05-Mar-2028
WALTERS PHARMACY PTY LTD & MALTAM PHARMACY PTY LTD,Far North Queensland DAMA,07-Mar-2023,06-Mar-2028
APE Cars MGMT Pty Ltd,Northern Territory DAMA,07-Mar-2023,06-Mar-2028
OPERA SERVICES PTY LIMITED,Skilled Refugee Pilot,07-Mar-2023,06-Mar-2028
VIMOKKHARAM FOREST HERMITAGE INC,Industry - Minister of Religion,08-Mar-2023,07-Mar-2028
VEHICLE REPAIRHUB PTY LIMITED,Company Specific,09-Mar-2023,08-Mar-2028
VAWDREY AUSTRALIA PTY LTD,Company Specific,09-Mar-2023,08-Mar-2028
C DWYER & T.M DWYER,Industry - Dairy,09-Mar-2023,08-Mar-2028
THE LUCAS GROUP SERVICES PTY LTD,Industry – Premium Dining,09-Mar-2023,08-Mar-2028
MIND BODY AND SOUL THERAPIES AUSTRALIA PTY LTD,Northern Territory DAMA,09-Mar-2023,08-Mar-2028
Kimberley Air Maintenance Pty Ltd,East Kimberley DAMA,10-Mar-2023,09-Mar-2028
Local Glass Company Pty Ltd,Far North Queensland DAMA,10-Mar-2023,09-Mar-2028
B & J CITY KITCHEN PTY LTD,Company Specific,13-Mar-2023,12-Mar-2028
Velocity Global Australia Pty Ltd,Skilled Refugee Pilot,13-Mar-2023,12-Mar-2028
Novita Services,South Australia Regional DAMA,13-Mar-2023,12-Mar-2028
B.J SANFORD & I.P SANFORD & SANFORD PASTORAL PTY LTD,Goldfields DAMA,14-Mar-2023,13-Mar-2028
VLI Pty Limited,Goldfields DAMA,14-Mar-2023,13-Mar-2028
CLAUDARAH PTY LTD,Industry - Fishing,15-Mar-2023,14-Mar-2028
AMPERSAND ESTATES PTY LTD,Industry - Horticulture,15-Mar-2023,14-Mar-2028
DUSTINS INVESTMENTS PTY LTD,Northern Territory DAMA,15-Mar-2023,14-Mar-2028
RURAL DEVELOPMENTS PTY LTD,South West DAMA,15-Mar-2023,14-Mar-2028
THE TRUSTEE FOR ARTEMIS AGRICULTURE TRUST & THE TRUSTEE FOR THE BARRADALE FARM UNIT TRUST,East Kimberley DAMA,16-Mar-2023,15-Mar-2028
EM Dental Pty Ltd,Northern Territory DAMA,16-Mar-2023,15-Mar-2028
Global Fruit Protection Pty Ltd,Far North Queensland DAMA,17-Mar-2023,16-Mar-2028
PASWOOD PTY LTD,Far North Queensland DAMA,20-Mar-2023,19-Mar-2028
Temp Accounting and Admin Pty Ltd,Far North Queensland DAMA,21-Mar-2023,20-Mar-2028
HOMEPLACE LIVING SUPPORTS INCORPORATED,South Australia Regional DAMA,21-Mar-2023,20-Mar-2028
Gourmand China on Abbott Pty Ltd,Far North Queensland DAMA,22-Mar-2023,21-Mar-2028
CUCKOO VALLEY PTY LTD,Industry - Meat,22-Mar-2023,21-Mar-2028
MIKHLEE PTY LTD,Northern Territory DAMA,22-Mar-2023,21-Mar-2028
HILCI AUSTRALIA PTY LTD,Northern Territory DAMA,22-Mar-2023,21-Mar-2028
QUBE HOLDINGS LIMITED,South Australia Regional DAMA,22-Mar-2023,21-Mar-2028
Three Friends Fishing Company Pty Ltd,Industry - Fishing,23-Mar-2023,22-Mar-2028
Trinsand Fisheries Pty Ltd,Industry - Fishing,23-Mar-2023,22-Mar-2028
Chislett Farms Pty Ltd,Industry - Horticulture,23-Mar-2023,22-Mar-2028
GARDEN CITY INDEPENDENT BAPTISTS PTY LTD,Industry - Minister of Religion,23-Mar-2023,22-Mar-2028
Kennedy Valley Bananas Pty Ltd,Far North Queensland DAMA,24-Mar-2023,23-Mar-2028
LOCKHART RIVER ABORIGINAL COUNCIL,Far North Queensland DAMA,24-Mar-2023,23-Mar-2028
PICWN PTY LTD,Great South Coast DAMA,24-Mar-2023,23-Mar-2028
O'Connor Wooltech Pty Ltd,Skilled Refugee Pilot,24-Mar-2023,23-Mar-2028
DIXIE PARK PTY LTD,Industry - Dairy,27-Mar-2023,26-Mar-2028
D.M & P.C WHITE,Industry - Horticulture,28-Mar-2023,27-Mar-2028
WYNDHAM VACATION CLUBS SOUTH PACIFIC LTD,South West DAMA,28-Mar-2023,27-Mar-2028
J.P. Hampson Investments Pty Ltd,Far North Queensland DAMA,29-Mar-2023,28-Mar-2028
GWR SHEARING & AG GROUP PTY LTD,Great South Coast DAMA,29-Mar-2023,28-Mar-2028
HVSTn MANAGEMENT PTY LTD,Northern Territory DAMA,29-Mar-2023,28-Mar-2028
WH & GL MARTEL PTY LTD ATF WH & GL MARTEL TRUST FUND,Orana DAMA,29-Mar-2023,28-Mar-2028
CARTA AND CO. PTY. LTD.,Townsville DAMA,29-Mar-2023,28-Mar-2028
AUSTREECON PTY LTD ATF LJ GAMBLE FAMILY TRUST,Industry - Horticulture,30-Mar-2023,29-Mar-2028
Michael's Seafood Pty Ltd,Industry - Fishing,31-Mar-2023,30-Mar-2028
GRAPELAND PTY LTD,Industry - Horticulture,31-Mar-2023,30-Mar-2028
Thomas Foods International Bourke Pty Ltd,Industry - Meat,31-Mar-2023,30-Mar-2028
Q Labour Solutions Pty Ltd,Industry - On-Hire,31-Mar-2023,30-Mar-2028
Townbrook Motels Pty Ltd,Great South Coast DAMA,03-Apr-2023,02-Apr-2028
H.U VOGEL & S.S VOGEL,Great South Coast DAMA,03-Apr-2023,02-Apr-2028
Campsey Ash Farms Pty Ltd,Industry - Horticulture,03-Apr-2023,02-Apr-2028
U DON'T NEED A NEW ROOF PTY LTD,Far North Queensland DAMA,04-Apr-2023,03-Apr-2028
J & F Lazzara & Sons Pty Ltd,Industry - Horticulture,04-Apr-2023,03-Apr-2028
Thomas Foods International Murray Bridge Pty Ltd,Industry - Meat,04-Apr-2023,03-Apr-2028
NT 7 INSTA GROUP PTY LTD,Northern Territory DAMA,04-Apr-2023,03-Apr-2028
GOFORCE ENTERPRISE PTY LTD,Northern Territory DAMA,04-Apr-2023,03-Apr-2028
B.E.E. Centre Pty Ltd,South West DAMA,04-Apr-2023,03-Apr-2028
C N DUGUE & R B RUSSELL,Far North Queensland DAMA,05-Apr-2023,04-Apr-2028
KYKNOS PTY LTD & K TALIMANIDIS & P.M TALIMANIDIS,Industry – Premium Dining,05-Apr-2023,04-Apr-2028
ROSE LANDSCAPE SERVICES PTY LTD,Industry - Horticulture,05-Apr-2023,04-Apr-2028
Holemob Pty Ltd,East Kimberley DAMA,06-Apr-2023,05-Apr-2028
GRAY AUSTRALIA PTY LTD,East Kimberley DAMA,06-Apr-2023,05-Apr-2028
MANNA NT PTY LTD,Northern Territory DAMA,06-Apr-2023,05-Apr-2028
TECH LIFE GROUP PTY LTD,Northern Territory DAMA,06-Apr-2023,05-Apr-2028
ARC Disability Services Inc,Far North Queensland DAMA,12-Apr-2023,11-Apr-2028
MERVYN M & BONITA J KOCH,Industry - Dairy,12-Apr-2023,11-Apr-2028
REDGOLD PTY. LTD.,Industry - Horticulture,12-Apr-2023,11-Apr-2028
DHAMMADHARA BUDDHIST INCORPORATED,Industry - Minister of Religion,12-Apr-2023,11-Apr-2028
WELLS FARGO INTERNATIONAL FINANCE (Australia) Pty Ltd,GTS - Established business,13-Apr-2023,12-Apr-2028
WILHELMSEN PORT SERVICES (AUSTRALIA) PTY LTD,Northern Territory DAMA,13-Apr-2023,12-Apr-2028
The Mount Gambier Child Care Centre Inc,South Australia Regional DAMA,13-Apr-2023,12-Apr-2028
JOHN DEE WARWICK PTY. LTD.,Industry - Meat,14-Apr-2023,13-Apr-2028
BUDDHIST COMMUNITY GEELONG INCORPORATED,Industry - Minister of Religion,14-Apr-2023,13-Apr-2028
FL Pools Pty Ltd,Northern Territory DAMA,14-Apr-2023,13-Apr-2028
Jemmil Pty Ltd,Pilbara DAMA,14-Apr-2023,13-Apr-2028
ZAMSLADE PTY LTD,South Australia Regional DAMA,14-Apr-2023,13-Apr-2028
S.L. FRAZER ENTERPRISES PTY LTD,Industry – Premium Dining,17-Apr-2023,16-Apr-2028
Mark Brown Enterprises Pty Ltd,Industry - Fishing,18-Apr-2023,17-Apr-2028
SOUTHERN DISTRICTS ISLAMIC INSTITUTION BUILDING FOUNDATION LIMITED,Industry - Minister of Religion,18-Apr-2023,17-Apr-2028
GALAXY LITHIUM AUSTRALIA PTY LTD,Goldfields DAMA,19-Apr-2023,18-Apr-2028
S J Beaumont Investment Pty Ltd,Great South Coast DAMA,19-Apr-2023,18-Apr-2028
Klumin Fencing Pty Ltd,Northern Territory DAMA,19-Apr-2023,18-Apr-2028
G W & K M FORBES,Industry - Dairy,20-Apr-2023,19-Apr-2028
HINDU ASSOCIATION OF WESTERN AUSTRALIA INC,Industry - Minister of Religion,20-Apr-2023,19-Apr-2028
K.KAMITSIS & J.STUCKERT NOMINEES PTY LTD,Northern Territory DAMA,20-Apr-2023,19-Apr-2028
PATLEX PTY LTD ATF LOCKE FAMILY TRUST,Far North Queensland DAMA,21-Apr-2023,20-Apr-2028
Megalosaurus Pty Ltd,Goldfields DAMA,24-Apr-2023,23-Apr-2028
A & J NEWNHAM PTY LTD,Industry - Dairy,24-Apr-2023,23-Apr-2028
COONMOOR PASTORAL COMPANY PTY LTD,Industry - Dairy,24-Apr-2023,23-Apr-2028
HUNTER MECHANICAL PTY LTD,Pilbara DAMA,27-Apr-2023,26-Apr-2028
AUSTRALIAN PORTABLE CAMPS SERVICES PTY LTD,South Australia Regional DAMA,27-Apr-2023,26-Apr-2028
BLUE LIGHTING PTY LTD,Industry - Dairy,28-Apr-2023,27-Apr-2028
JS & KJ MacAulay,Industry - Dairy,01-May-2023,30-Apr-2028
AUSTRALIAN TUNA FISHERIES PTY LTD,Industry - Fishing,01-May-2023,30-Apr-2028
R & M UPSTON PTY LTD,Industry - Pork,01-May-2023,30-Apr-2028
GAG Flynn (Cairns) Business Company Pty Ltd,Far North Queensland DAMA,02-May-2023,01-May-2028
Lane Transport Pty Ltd,Great South Coast DAMA,02-May-2023,01-May-2028
PILBARA CLEANING & GARDENING SERVICES,Pilbara DAMA,02-May-2023,01-May-2028
RAY VILLAGE AGED SERVICES INC,South West DAMA,02-May-2023,01-May-2028
G8 EDUCATION LIMITED,Far North Queensland DAMA,04-May-2023,03-May-2028
M.T GIUMELLI & P.D GIUMELLI & S.D GIUMELLI,Industry - Dairy,04-May-2023,03-May-2028
Chalkwest Pty Ltd,Pilbara DAMA,04-May-2023,03-May-2028
SHEARN INVESTMENTS PTY LTD,Northern Territory DAMA,05-May-2023,04-May-2028
THE TRUSTEE FOR JUMIAM TRUST & THE TRUSTEE FOR THE DUGIES FAMILY TRUST,Northern Territory DAMA,05-May-2023,04-May-2028
JAMS MUIRHEAD PTY LTD,Northern Territory DAMA,08-May-2023,07-May-2028
SZPAK FAMILY TRUST,South Australia Regional DAMA,08-May-2023,07-May-2028
FLAVORITE HYDROPONIC TOMATOES PTY LTD,Industry - Horticulture,09-May-2023,08-May-2028
WA Chip & Pulp Co. Pty Ltd,South West DAMA,09-May-2023,08-May-2028
Northern Protective Services Pty. Ltd,East Kimberley DAMA,11-May-2023,10-May-2028
AGFO PTY LTD ATF THE KANE CROOT TRUST & THE LON CROOT TRADING TRUST,East Kimberley DAMA,11-May-2023,10-May-2028
Krisha Jeet Pty Ltd,Pilbara DAMA,11-May-2023,10-May-2028
D Tharle and J Tharle,Industry - Dairy,12-May-2023,11-May-2028
MAYBANK DAIRY PTY LTD,Industry - Dairy,12-May-2023,11-May-2028
4Kitchens Pty Ltd,Northern Territory DAMA,12-May-2023,11-May-2028
PRIME INDUSTRIAL PRODUCTS PTY LTD,South West DAMA,12-May-2023,11-May-2028
Russell River Packing Pty Ltd,Far North Queensland DAMA,15-May-2023,14-May-2028
Michael J & Moeris E Grima,Far North Queensland DAMA,15-May-2023,14-May-2028
Tou's Garden Pty Ltd,Northern Territory DAMA,15-May-2023,14-May-2028
Lunn Industries Pty Ltd,Skilled Refugee Pilot,15-May-2023,14-May-2028
Bissen Pty Ltd,South Australia Regional DAMA,16-May-2023,15-May-2028
Voyager Australia Pty Ltd,Far North Queensland DAMA,18-May-2023,17-May-2028
MARK AND KAYLENE WALPOLE PTY LTD,Industry - Dairy,18-May-2023,17-May-2028
A.C Green & J.R Green,Industry - Pork,18-May-2023,17-May-2028
Fox and Gordon Pty Ltd,Pilbara DAMA,18-May-2023,17-May-2028
BRAZIER MOTTI PTY LTD,Townsville DAMA,18-May-2023,17-May-2028
HPS Qld pty ltd,Far North Queensland DAMA,19-May-2023,18-May-2028
NIRAMAYA MANAGEMENT PTY LTD,Far North Queensland DAMA,19-May-2023,18-May-2028
Shire of Leonora,Goldfields DAMA,19-May-2023,18-May-2028
VIRIDIS AG SERVICES PTY LIMITED,Goldfields DAMA,19-May-2023,18-May-2028
Dolan Civil Pty Ltd,Northern Territory DAMA,19-May-2023,18-May-2028
Murujuga Aboriginal Corporation,Pilbara DAMA,19-May-2023,18-May-2028
ATJ AUSTRALIA PTY LTD,South Australia Regional DAMA,19-May-2023,18-May-2028
Henstock Technologies Pty Ltd,Skilled Refugee Pilot,22-May-2023,21-May-2028
R.G. & R.T.Trott Pty. Ltd.,South Australia Regional DAMA,23-May-2023,22-May-2028
H2GROW PTY LTD,Industry - Horticulture,24-May-2023,23-May-2028
"Schwarz, Carl Louis",Skilled Refugee Pilot,24-May-2023,23-May-2028
Kimberley Accommodation (East) Pty Ltd,East Kimberley DAMA,25-May-2023,24-May-2028
Ord River Distillery Pty Ltd,East Kimberley DAMA,25-May-2023,24-May-2028
Far North Hotels Pty Ltd,Far North Queensland DAMA,25-May-2023,24-May-2028
Croydon Cafe Pty Ltd,Far North Queensland DAMA,25-May-2023,24-May-2028
Flegler Group Pty Ltd,Far North Queensland DAMA,25-May-2023,24-May-2028
BILLEXI PTY LTD,Great South Coast DAMA,25-May-2023,24-May-2028
LADY BAY MOTORS PTY LTD,Great South Coast DAMA,25-May-2023,24-May-2028
RUM JUNGLE MEAT EXPORTS PTY LTD,Northern Territory DAMA,25-May-2023,24-May-2028
PETER ALLAN MCIVER,Northern Territory DAMA,25-May-2023,24-May-2028
Tren Trading Pty Ltd,Orana DAMA,25-May-2023,24-May-2028
BC Cartage Pty Ltd,Townsville DAMA,25-May-2023,24-May-2028
THE TRUSTEE FOR THE M & M FAMILY TRUST,South West DAMA,26-May-2023,25-May-2028
CROCODILE COOMBES PTY LTD,Northern Territory DAMA,29-May-2023,28-May-2028
GARV VANSH PTY LTD,Northern Territory DAMA,30-May-2023,29-May-2028
Titeline Drilling Pty Ltd,Northern Territory DAMA,30-May-2023,29-May-2028
Marlin Darwin Pty Ltd ATF The Hotel Darwin Unit Trust,Northern Territory DAMA,30-May-2023,29-May-2028
BALMAIN NB CORPORATION LIMITED,Skilled Refugee Pilot,30-May-2023,29-May-2028
Ericks and Fredericks International Consulting Pty Ltd,Far North Queensland DAMA,31-May-2023,30-May-2028
ACCIONA CONSTRUCTION AUSTRALIA PTY LTD,GTS - Established business,31-May-2023,30-May-2028
FEWSTONE PTY LTD,Northern Territory DAMA,31-May-2023,30-May-2028
CAPRICORNIA HOLDINGS NT PTY LTD,Northern Territory DAMA,31-May-2023,30-May-2028
REDFOREST HOLDINGS PTY LTD,South West DAMA,31-May-2023,30-May-2028
12TH EDGE PTY LTD,Townsville DAMA,31-May-2023,30-May-2028
LIFE CHRISTIAN CENTRE INC,Industry - Minister of Religion,01-Jun-2023,31-May-2028
STORYWATER PTY LTD,Far North Queensland DAMA,02-Jun-2023,01-Jun-2028
THE KALOS PRESBYTERIAN CHURCH INC,Industry - Minister of Religion,02-Jun-2023,01-Jun-2028
Chartair Pty Ltd,Northern Territory DAMA,02-Jun-2023,01-Jun-2028
MTR Goup Qld Pty Ltd,Far North Queensland DAMA,05-Jun-2023,04-Jun-2028
ELMBANKS HOLSTEINS PTY LTD,Great South Coast DAMA,05-Jun-2023,04-Jun-2028
Edelmanian Enterprises Pty Ltd,Northern Territory DAMA,05-Jun-2023,04-Jun-2028
We Fix IT (NT) Pty Ltd,Northern Territory DAMA,05-Jun-2023,04-Jun-2028
TT'S FAMILY PTY LTD,South Australia Regional DAMA,05-Jun-2023,04-Jun-2028
POTTINGER TRUFFLES AUSTRALIA PTY LTD (WA),South West DAMA,05-Jun-2023,04-Jun-2028
AUSTRALASIAN GROUNDWATER AND ENVIRONMENTAL CONSULTANTS PTY LTD,Townsville DAMA,05-Jun-2023,04-Jun-2028
Tasmanian Berries Pty Ltd,Industry - Horticulture,06-Jun-2023,05-Jun-2028
BENDULLA PTY. LTD.,South Australia Regional DAMA,06-Jun-2023,05-Jun-2028
L&R Collins Pty Ltd,Far North Queensland DAMA,07-Jun-2023,06-Jun-2028
CLEAR PATHWAY PTY LTD,Far North Queensland DAMA,07-Jun-2023,06-Jun-2028
PARKINSON SHAREFARMING PTY LTD,Great South Coast DAMA,07-Jun-2023,06-Jun-2028
AJ & VK Hibberson,Industry - Dairy,07-Jun-2023,06-Jun-2028
Ms Minnie Pty Ltd,Northern Territory DAMA,07-Jun-2023,06-Jun-2028
JNG INVESTMENTS PTY. LTD.,South West DAMA,07-Jun-2023,06-Jun-2028
MITCHELL STREET CHILD CARE CENTRE INC,Northern Territory DAMA,08-Jun-2023,07-Jun-2028
The Trustee for B W WILSON PRACTICE TRUST,South Australia Regional DAMA,08-Jun-2023,07-Jun-2028
Cleppy Pty,South West DAMA,08-Jun-2023,07-Jun-2028
TOWNSVILLE LOGISTICS PTY LTD,Townsville DAMA,08-Jun-2023,07-Jun-2028
TALIA FARMS PTY LTD,Industry - Horticulture,09-Jun-2023,08-Jun-2028
MEATS R US PTY LTD,Industry - Meat,09-Jun-2023,08-Jun-2028
